結束日期,USD/TWD,USD/EUR,USD/GBP,USD/AUD,USD/NZD
20060617,32.5041,0.7910,0.5402,1.3485,1.6085
20060616,32.5501,0.7928,0.5417,1.3545,1.6069
20060615,32.5743,0.7951,0.5436,1.3546,1.6066
20060614,32.6679,0.7952,0.5434,1.3485,1.6027
20060613,32.5662,0.7930,0.5428,1.3373,1.5825
20060612,32.5100,0.7912,0.5434,1.3369,1.5785
20060611,32.5100,0.7912,0.5434,1.3369,1.5787
20060610,32.5019,0.7907,0.5427,1.3411,1.5886
20060609,32.5014,0.7850,0.5407,1.3454,1.5941
20060608,32.2267,0.7806,0.5377,1.3495,1.5954
20060607,32.0845,0.7766,0.5352,1.3422,1.5878
20060606,32.0520,0.7726,0.5313,1.3305,1.5809
20060605,32.0467,0.7740,0.5314,1.3301,1.5864
20060604,32.0467,0.7741,0.5314,1.3298,1.5863
20060603,32.0467,0.7785,0.5345,1.3362,1.5919
20060602,32.0819,0.7822,0.5360,1.3358,1.5818
20060601,32.0750,0.7776,0.5323,1.3164,1.5642
20060531,32.0786,0.7797,0.5342,1.3134,1.5680
20060530,32.0410,0.7844,0.5377,1.3190,1.5764
20060529,32.0335,0.7852,0.5378,1.3202,1.5778
20060528,32.0335,0.7852,0.5378,1.3202,1.5778
20060527,32.0566,0.7826,0.5355,1.3175,1.5702
20060526,32.1121,0.7831,0.5348,1.3244,1.5710
20060525,32.0834,0.7811,0.5327,1.3286,1.5952
20060524,31.9961,0.7781,0.5309,1.3255,1.6045
20060523,32.1248,0.7828,0.5330,1.3295,1.6177
20060522,31.9398,0.7827,0.5321,1.3190,1.6116
20060521,31.9398,0.7826,0.5320,1.3190,1.6114
20060520,31.9398,0.7816,0.5310,1.3148,1.6103
20060519,31.8305,0.7828,0.5303,1.3122,1.6048
20060518,31.6521,0.7788,0.5292,1.3037,1.5979
20060517,31.8205,0.7802,0.5314,1.3099,1.6066
20060516,31.6209,0.7766,0.5293,1.3041,1.6044
20060515,31.5500,0.7736,0.5278,1.2941,1.5938
20060514,31.4791,0.7750,0.5282,1.2942,1.5918
20060513,31.4791,0.7766,0.5295,1.2892,1.5882
20060512,31.4500,0.7834,0.5360,1.2933,1.5950
20060511,31.3676,0.7827,0.5361,1.2923,1.5930
20060510,31.4771,0.7867,0.5380,1.3002,1.5885
20060509,31.4090,0.7852,0.5373,1.2965,1.5663
20060508,31.5850,0.7858,0.5378,1.2940,1.5590
20060507,31.5850,0.7858,0.5378,1.2942,1.5590
20060506,31.6518,0.7870,0.5395,1.2984,1.5602
20060505,31.6704,0.7915,0.5428,1.3003,1.5621
20060504,31.6428,0.7917,0.5434,1.3026,1.5597
20060503,31.8028,0.7934,0.5463,1.3171,1.5696
20060502,31.9366,0.7921,0.5475,1.3159,1.5676
20060501,31.8850,0.7918,0.5478,1.3160,1.5665
20060430,31.9020,0.7916,0.5478,1.3165,1.5664
20060429,31.9020,0.7965,0.5532,1.3222,1.5766
20060428,31.9596,0.8023,0.5590,1.3276,1.5838
20060427,32.0684,0.8047,0.5599,1.3377,1.5906
20060426,31.9889,0.8069,0.5597,1.3423,1.5937
20060425,32.0561,0.8083,0.5596,1.3411,1.5779
20060424,32.2966,0.8102,0.5610,1.3439,1.5799
20060423,32.2966,0.8104,0.5611,1.3439,1.5800
20060422,32.2966,0.8119,0.5619,1.3506,1.5876
20060421,32.3370,0.8101,0.5602,1.3464,1.5832
20060420,32.4079,0.8097,0.5603,1.3448,1.5795
20060419,32.4848,0.8153,0.5640,1.3537,1.5960
20060418,32.4419,0.8198,0.5676,1.3644,1.6094
20060417,32.5720,0.8257,0.5710,1.3739,1.6172
20060416,32.5720,0.8258,0.5711,1.3737,1.6171
20060415,32.5720,0.8258,0.5708,1.3739,1.6177
20060414,32.5769,0.8262,0.5708,1.3710,1.6114
20060413,32.5394,0.8240,0.5711,1.3652,1.6268
20060412,32.4378,0.8252,0.5734,1.3679,1.6399
20060411,32.4194,0.8260,0.5736,1.3738,1.6421
20060410,32.3506,0.8270,0.5740,1.3773,1.6442
20060409,32.3506,0.8270,0.5740,1.3772,1.6442
20060408,32.3506,0.8213,0.5719,1.3702,1.6328
20060407,32.3470,0.8149,0.5704,1.3708,1.6271
20060406,32.4878,0.8151,0.5700,1.3815,1.6336
20060405,32.4969,0.8209,0.5730,1.3956,1.6488
20060404,32.5848,0.8272,0.5770,1.3964,1.6281
20060403,32.4592,0.8253,0.5756,1.3955,1.6252
20060402,32.4592,0.8252,0.5756,1.3956,1.6252
20060401,32.4592,0.8240,0.5743,1.3989,1.6315
20060331,32.5474,0.8282,0.5749,1.4066,1.6437
20060330,32.6222,0.8327,0.5750,1.4198,1.6597
20060329,32.6068,0.8306,0.5722,1.4111,1.6449
20060328,32.5707,0.8311,0.5728,1.4149,1.6456
20060327,32.6659,0.8309,0.5740,1.4114,1.6435
20060326,32.6659,0.8309,0.5740,1.4115,1.6436
20060325,32.6659,0.8346,0.5760,1.4075,1.6279
20060324,32.5869,0.8301,0.5739,1.3938,1.5973
20060323,32.5565,0.8273,0.5723,1.3938,1.6058
20060322,32.4970,0.8242,0.5711,1.3909,1.6016
20060321,32.4176,0.8214,0.5697,1.3825,1.5915
20060320,32.4240,0.8204,0.5697,1.3742,1.5773
20060319,32.4240,0.8204,0.5696,1.3742,1.5771
20060318,32.4190,0.8213,0.5696,1.3635,1.5721
20060317,32.4351,0.8273,0.5717,1.3564,1.5587
20060316,32.3860,0.8314,0.5728,1.3540,1.5536
20060315,32.4337,0.8351,0.5756,1.3618,1.5694
20060314,32.4989,0.8380,0.5789,1.3649,1.5572
20060313,32.5159,0.8399,0.5794,1.3668,1.5598
20060312,32.5159,0.8398,0.5794,1.3667,1.5599
20060311,32.5159,0.8400,0.5769,1.3629,1.5528
20060310,32.5105,0.8385,0.5757,1.3606,1.5389
20060309,32.5258,0.8400,0.5758,1.3630,1.5391
20060308,32.5134,0.8369,0.5739,1.3563,1.5345
20060307,32.4698,0.8301,0.5696,1.3438,1.5078
20060306,32.3932,0.8302,0.5698,1.3426,1.5019
20060305,32.3932,0.8303,0.5699,1.3426,1.5019
20060304,32.3932,0.8316,0.5704,1.3417,1.5009
20060303,32.2970,0.8373,0.5717,1.3405,1.5019
20060302,32.2804,0.8380,0.5702,1.3451,1.5068
20060301,32.4504,0.8422,0.5734,1.3526,1.5139
20060228,32.4487,0.8434,0.5742,1.3543,1.5166
20060227,32.4852,0.8420,0.5729,1.3524,1.5088
20060226,32.4852,0.8420,0.5729,1.3525,1.5088
20060225,32.4852,0.8400,0.5716,1.3518,1.5096
20060224,32.5646,0.8389,0.5723,1.3555,1.5156
20060223,32.6234,0.8400,0.5736,1.3560,1.5160
20060222,32.4769,0.8390,0.5735,1.3532,1.5025
20060221,32.3849,0.8371,0.5736,1.3505,1.4945
20060220,32.3865,0.8383,0.5747,1.3526,1.4962
20060219,32.3865,0.8381,0.5747,1.3523,1.4961
20060218,32.3940,0.8409,0.5756,1.3549,1.4985
20060217,32.4017,0.8418,0.5756,1.3548,1.4865
20060216,32.3531,0.8396,0.5755,1.3493,1.4773
20060215,32.2911,0.8403,0.5752,1.3559,1.4829
20060214,32.3071,0.8405,0.5740,1.3556,1.4723
20060213,32.2695,0.8400,0.5733,1.3556,1.4732
20060212,32.2695,0.8400,0.5733,1.3556,1.4733
20060211,32.2695,0.8354,0.5729,1.3508,1.4699
20060210,32.4287,0.8355,0.5741,1.3521,1.4770
20060209,32.3346,0.8357,0.5736,1.3530,1.4747
20060208,32.2151,0.8352,0.5724,1.3469,1.4659
20060207,32.0858,0.8332,0.5694,1.3402,1.4618
20060206,32.0915,0.8317,0.5674,1.3351,1.4540
20060205,32.0915,0.8316,0.5674,1.3352,1.4539
20060204,32.0783,0.8289,0.5637,1.3301,1.4506
20060203,31.9812,0.8286,0.5633,1.3284,1.4569
20060202,31.9815,0.8247,0.5625,1.3225,1.4553
20060201,31.9808,0.8258,0.5644,1.3291,1.4634
20060131,31.9819,0.8269,0.5659,1.3338,1.4667
20060130,31.9922,0.8269,0.5659,1.3342,1.4674
20060129,31.9922,0.8269,0.5659,1.3340,1.4673
20060128,31.9922,0.8200,0.5619,1.3288,1.4645
20060127,31.9762,0.8164,0.5601,1.3262,1.4551
20060126,31.9741,0.8146,0.5599,1.3287,1.4620
20060125,31.9763,0.8139,0.5601,1.3311,1.4697
20060124,31.9826,0.8171,0.5618,1.3294,1.4636
20060123,32.1278,0.8241,0.5649,1.3368,1.4716
20060122,32.1278,0.8241,0.5648,1.3369,1.4717
20060121,32.1278,0.8273,0.5683,1.3367,1.4701
20060120,32.1246,0.8269,0.5683,1.3394,1.4669
20060119,32.1254,0.8261,0.5666,1.3342,1.4520
20060118,31.9999,0.8265,0.5667,1.3275,1.4422
20060117,31.9220,0.8245,0.5651,1.3252,1.4320
20060116,31.8650,0.8236,0.5627,1.3232,1.4312
20060115,31.9920,0.8236,0.5627,1.3233,1.4313
20060114,31.9920,0.8291,0.5665,1.3304,1.4383
20060113,31.8748,0.8256,0.5665,1.3260,1.4346
20060112,32.0692,0.8278,0.5676,1.3301,1.4389
20060111,32.0200,0.8283,0.5663,1.3304,1.4416
20060110,31.9449,0.8257,0.5656,1.3285,1.4449
20060109,32.1835,0.8230,0.5648,1.3262,1.4461
20060108,32.1835,0.8229,0.5648,1.3261,1.4459
20060107,32.1835,0.8257,0.5688,1.3363,1.4560
20060106,32.0375,0.8264,0.5696,1.3386,1.4562
20060105,32.3554,0.8417,0.5785,1.3593,1.4651
20060104,32.6398,0.8449,0.5807,1.3636,1.4649
20060103,32.8115,0.8441,0.5804,1.3645,1.4639
20060102,33.1035,0.8442,0.5805,1.3643,1.4641
20060101,33.1035,0.8446,0.5801,1.3641,1.4636
20051231,32.9030,0.8444,0.5812,1.3700,1.4684
20051230,32.9030,0.8423,0.5780,1.3739,1.4748
20051229,33.1086,0.8439,0.5772,1.3718,1.4817
20051228,33.1253,0.8435,0.5769,1.3693,1.4809
20051227,33.1178,0.8426,0.5769,1.3725,1.4832
20051226,33.2591,0.8426,0.5769,1.3726,1.4835
20051225,33.2591,0.8426,0.5758,1.3696,1.4857
20051224,33.2591,0.8447,0.5742,1.3655,1.4808
20051223,33.2591,0.8430,0.5708,1.3620,1.4669
20051222,33.2591,0.8357,0.5678,1.3537,1.4553
20051221,33.2470,0.8325,0.5656,1.3437,1.4476
20051220,33.1875,0.8325,0.5641,1.3446,1.4477
20051219,33.1587,0.8325,0.5641,1.3447,1.4478
20051218,33.1587,0.8349,0.5659,1.3415,1.4478
20051217,33.1587,0.8338,0.5648,1.3298,1.4266
20051216,33.2226,0.8334,0.5642,1.3242,1.4131
20051215,33.3671,0.8373,0.5642,1.3241,1.4099
20051214,33.4941,0.8430,0.5678,1.3297,1.4150
20051213,33.5538,0.8466,0.5699,1.3323,1.4219
20051212,33.5075,0.8466,0.5699,1.3323,1.4220
20051211,33.5078,0.8470,0.5709,1.3324,1.4233
20051210,33.5078,0.8509,0.5747,1.3377,1.4278
20051209,33.5024,0.8508,0.5759,1.3346,1.4090
20051208,33.4776,0.8486,0.5748,1.3297,1.3929
20051207,33.4601,0.8530,0.5768,1.3369,1.3986
20051206,33.4870,0.8535,0.5771,1.3369,1.4026
20051205,33.5465,0.8535,0.5771,1.3367,1.4024
20051204,33.5465,0.8533,0.5779,1.3448,1.4140
20051203,33.5465,0.8498,0.5782,1.3513,1.4196
20051202,33.5626,0.8489,0.5806,1.3537,1.4231
20051201,33.5085,0.8462,0.5799,1.3505,1.4224
20051130,33.5237,0.8532,0.5839,1.3611,1.4345
20051129,33.5990,0.8530,0.5832,1.3591,1.4346
20051128,33.5520,0.8530,0.5833,1.3591,1.4347
20051127,33.5519,0.8502,0.5813,1.3571,1.4379
20051126,33.5519,0.8529,0.5834,1.3592,1.4354
20051125,33.4683,0.8484,0.5804,1.3529,1.4379
20051124,33.5043,0.8461,0.5800,1.3557,1.4414
20051123,33.6290,0.8466,0.5808,1.3561,1.4463
20051122,33.6078,0.8529,0.5821,1.3580,1.4509
20051121,33.5820,0.8491,0.5820,1.3647,1.4560
20051120,33.5820,0.8493,0.5830,1.3647,1.4550
20051119,33.5820,0.8497,0.5821,1.3627,1.4555
20051118,33.6235,0.8507,0.5816,1.3611,1.4539
20051117,33.5628,0.8567,0.5823,1.3664,1.4596
20051116,33.4838,0.8529,0.5760,1.3637,1.4591
20051115,33.3888,0.8552,0.5754,1.3738,1.4691
20051114,33.5173,0.8534,0.5741,1.3657,1.4560
20051113,33.5173,0.8520,0.5740,1.3650,1.4557
20051112,33.5173,0.8525,0.5739,1.3647,1.4550
20051111,33.6285,0.8558,0.5745,1.3707,1.4588
20051110,33.6615,0.8497,0.5735,1.3567,1.4604
20051109,33.6850,0.8489,0.5737,1.3607,1.4645
20051108,33.6905,0.8468,0.5731,1.3634,1.4714
20051107,33.7205,0.8466,0.5720,1.3662,1.4647
20051106,33.7205,0.8466,0.5715,1.3640,1.4632
20051105,33.7205,0.8458,0.5707,1.3645,1.4649
20051104,33.6150,0.8373,0.5649,1.3527,1.4520
20051103,33.5803,0.8285,0.5629,1.3459,1.4423
20051102,33.6150,0.8324,0.5664,1.3432,1.4339
20051101,33.5587,0.8287,0.5639,1.3349,1.4211
20051031,33.6125,0.8292,0.5636,1.3329,1.4210
20051030,33.6125,0.8289,0.5639,1.3342,1.4211
20051029,33.6125,0.8287,0.5638,1.3336,1.4206
20051028,33.6503,0.8239,0.5607,1.3202,1.4147
20051027,33.6730,0.8286,0.5637,1.3256,1.4243
20051026,33.6965,0.8268,0.5607,1.3220,1.4183
20051025,33.7488,0.8346,0.5657,1.3317,1.4228
20051024,33.6360,0.8375,0.5660,1.3357,1.4302
20051023,33.6360,0.8367,0.5652,1.3345,1.4305
20051022,33.6605,0.8369,0.5657,1.3367,1.4294
20051021,33.6520,0.8323,0.5638,1.3296,1.4268
20051020,33.6845,0.8332,0.5660,1.3313,1.4305
20051019,33.5510,0.8360,0.5713,1.3367,1.4363
20051018,33.4785,0.8315,0.5700,1.3352,1.4359
20051017,33.4463,0.8279,0.5654,1.3275,1.4356
20051016,33.4463,0.8281,0.5649,1.3291,1.4354
20051015,33.4463,0.8274,0.5650,1.3293,1.4346
20051014,33.4838,0.8309,0.5693,1.3311,1.4436
20051013,33.3248,0.8316,0.5710,1.3241,1.4344
20051012,33.2778,0.8339,0.5727,1.3291,1.4450
20051011,33.2108,0.8289,0.5695,1.3178,1.4325
20051010,33.2108,0.8256,0.5679,1.3222,1.4383
20051009,33.2108,0.8255,0.5680,1.3204,1.4375
20051008,33.2108,0.8247,0.5680,1.3223,1.4373
20051007,33.2313,0.8209,0.5622,1.3183,1.4339
20051006,33.2368,0.8359,0.5676,1.3215,1.4415
20051005,33.2537,0.8388,0.5680,1.3092,1.4361
20051004,33.2780,0.8392,0.5697,1.3102,1.4446
20051003,33.1705,0.8315,0.5669,1.3108,1.4427
20051002,33.1705,0.8315,0.5668,1.3138,1.4467
20051001,33.1705,0.8319,0.5669,1.3113,1.4457
20050930,33.2370,0.8302,0.5674,1.3156,1.4470
20050929,33.2943,0.8307,0.5657,1.3178,1.4566
20050928,33.2998,0.8324,0.5659,1.3228,1.4697
20050927,33.2560,0.8283,0.5622,1.3212,1.4572
20050926,33.1895,0.8306,0.5646,1.3217,1.4535
20050925,33.1895,0.8300,0.5633,1.3204,1.4511
20050924,33.1895,0.8301,0.5625,1.3205,1.4528
20050923,33.1225,0.8229,0.5586,1.3116,1.4431
20050922,33.0565,0.8190,0.5527,1.2976,1.4309
20050921,33.0593,0.8246,0.5557,1.3046,1.4313
20050920,33.0990,0.8230,0.5542,1.3039,1.4271
20050919,32.9370,0.8173,0.5531,1.3024,1.4184
20050918,32.9370,0.8172,0.5530,1.3036,1.4192
20050917,32.9658,0.8175,0.5531,1.3028,1.4206
20050916,32.8428,0.8180,0.5541,1.3049,1.4177
20050915,32.7558,0.8142,0.5484,1.2965,1.4119
20050914,32.7620,0.8150,0.5486,1.3010,1.4235
20050913,32.6838,0.8140,0.5497,1.2994,1.4217
20050912,32.7663,0.8055,0.5434,1.2891,1.4105
20050911,32.7663,0.8061,0.5440,1.2910,1.4130
20050910,32.7663,0.8056,0.5437,1.2915,1.4144
20050909,32.7445,0.8064,0.5447,1.2941,1.4187
20050908,32.6338,0.8051,0.5445,1.3054,1.4209
20050907,32.4933,0.8017,0.5427,1.3020,1.4112
20050906,32.4318,0.7979,0.5423,1.3028,1.4097
20050905,32.5465,0.7977,0.5427,1.3066,1.4159
20050904,32.5465,0.7981,0.5425,1.3070,1.4154
20050903,32.5465,0.7972,0.5423,1.3059,1.4132
20050902,32.6100,0.8007,0.5456,1.3129,1.4179
20050901,32.7408,0.8105,0.5547,1.3254,1.4377
20050831,32.5908,0.8181,0.5598,1.3369,1.4505
20050830,32.4210,0.8178,0.5569,1.3287,1.4429
20050829,32.3162,0.8141,0.5550,1.3226,1.4383
20050828,32.3162,0.8141,0.5555,1.3228,1.4387
20050827,32.3162,0.8141,0.5552,1.3227,1.4384
20050826,32.2735,0.8130,0.5547,1.3169,1.4326
20050825,32.2087,0.8148,0.5554,1.3230,1.4332
20050824,32.1370,0.8175,0.5551,1.3236,1.4322
20050823,32.1125,0.8176,0.5553,1.3250,1.4363
20050822,32.1950,0.8222,0.5570,1.3301,1.4403
20050821,32.1950,0.8229,0.5571,1.3306,1.4400
20050820,32.1950,0.8221,0.5567,1.3312,1.4403
20050819,32.0865,0.8209,0.5570,1.3278,1.4364
20050818,32.0418,0.8152,0.5538,1.3146,1.4280
20050817,31.9905,0.8091,0.5525,1.2995,1.4199
20050816,31.9188,0.8086,0.5519,1.3013,1.4179
20050815,31.8900,0.8034,0.5510,1.2945,1.4130
20050814,31.8900,0.8038,0.5510,1.2956,1.4134
20050813,31.8925,0.8040,0.5512,1.2937,1.4120
20050812,31.8903,0.8023,0.5522,1.2910,1.4172
20050811,31.9270,0.8084,0.5576,1.3061,1.4365
20050810,31.9143,0.8085,0.5597,1.3140,1.4456
20050809,31.9268,0.8096,0.5604,1.3084,1.4435
20050808,31.8225,0.8097,0.5626,1.3019,1.4494
20050807,31.8225,0.8094,0.5619,1.3018,1.4469
20050806,31.8225,0.8097,0.5620,1.3018,1.4480
20050805,31.8058,0.8078,0.5617,1.2947,1.4476
20050804,31.8478,0.8107,0.5624,1.2951,1.4464
20050803,31.8575,0.8200,0.5649,1.3064,1.4545
20050802,31.9530,0.8206,0.5655,1.3125,1.4617
20050801,31.9088,0.8248,0.5691,1.3211,1.4676
20050731,31.9088,0.8246,0.5688,1.3214,1.4694
20050730,31.9088,0.8248,0.5689,1.3209,1.4697
20050729,31.9303,0.8239,0.5694,1.3162,1.4632
20050728,31.9538,0.8282,0.5730,1.3226,1.4693
20050727,31.8198,0.8322,0.5752,1.3190,1.4671
20050726,31.7175,0.8285,0.5724,1.3100,1.4595
20050725,31.6500,0.8289,0.5754,1.3111,1.4569
20050724,31.6500,0.8284,0.5744,1.3069,1.4569
20050723,31.6108,0.8290,0.5755,1.3092,1.4590
20050722,31.9375,0.8213,0.5702,1.3062,1.4603
20050721,31.9493,0.8230,0.5744,1.3234,1.4771
20050720,31.9375,0.8306,0.5747,1.3309,1.4821
20050719,31.8725,0.8298,0.5724,1.3276,1.4766
20050718,31.8550,0.8309,0.5709,1.3355,1.4847
20050717,31.8550,0.8304,0.5707,1.3341,1.4848
20050716,31.9168,0.8305,0.5707,1.3331,1.4848
20050715,31.8860,0.8276,0.5695,1.3305,1.4810
20050714,31.8675,0.8272,0.5670,1.3340,1.4849
20050713,31.8440,0.8168,0.5624,1.3207,1.4573
20050712,31.9583,0.8287,0.5692,1.3379,1.4724
20050711,32.1250,0.8350,0.5752,1.3466,1.4830
20050710,32.1250,0.8359,0.5755,1.3478,1.4848
20050709,32.1250,0.8362,0.5760,1.3486,1.4866
20050708,32.0715,0.8374,0.5735,1.3510,1.4873
20050707,31.9775,0.8383,0.5697,1.3499,1.4840
20050706,31.8950,0.8392,0.5691,1.3472,1.4777
20050705,31.5858,0.8401,0.5686,1.3340,1.4720
20050704,31.6400,0.8371,0.5657,1.3290,1.4638
20050703,31.6400,0.8367,0.5656,1.3331,1.4671
20050702,31.6400,0.8369,0.5656,1.3327,1.4668
20050701,31.5990,0.8263,0.5581,1.3137,1.4371
20050630,31.5460,0.8289,0.5542,1.3127,1.4294
20050629,31.4315,0.8293,0.5509,1.3118,1.4283
20050628,31.3690,0.8224,0.5469,1.2998,1.4124
20050627,31.3645,0.8275,0.5483,1.2988,1.4174
20050626,31.3645,0.8268,0.5483,1.2988,1.4191
20050625,31.3645,0.8262,0.5483,1.2998,1.4178
20050624,31.3588,0.8305,0.5508,1.2946,1.4147
20050623,31.3338,0.8247,0.5488,1.2841,1.3954
20050622,31.3525,0.8213,0.5468,1.2807,1.3935
20050621,31.3055,0.8236,0.5486,1.2892,1.3982
20050620,31.3380,0.8131,0.5465,1.2875,1.3973
20050619,31.3380,0.8131,0.5458,1.2853,1.3929
20050618,31.3380,0.8144,0.5465,1.2866,1.3948
20050617,31.3843,0.8265,0.5486,1.2936,1.3981
20050616,31.4080,0.8257,0.5491,1.2991,1.4034
20050615,31.4183,0.8312,0.5537,1.3103,1.4145
20050614,31.4003,0.8257,0.5536,1.3135,1.4180
20050613,31.3250,0.8258,0.5518,1.3118,1.4161
20050612,31.3250,0.8250,0.5518,1.3133,1.4165
20050611,31.3255,0.8250,0.5518,1.3127,1.4170
20050610,31.2943,0.8186,0.5495,1.3035,1.4054
20050609,31.2308,0.8180,0.5484,1.3080,1.4062
20050608,31.1860,0.8140,0.5451,1.3008,1.4000
20050607,31.2028,0.8152,0.5482,1.3070,1.4103
20050606,31.2750,0.8177,0.5516,1.3233,1.4297
20050605,31.2750,0.8189,0.5510,1.3226,1.4292
20050604,31.2750,0.8180,0.5516,1.3223,1.4304
20050603,31.3788,0.8146,0.5507,1.3249,1.4270
20050602,31.4073,0.8196,0.5528,1.3365,1.4361
20050601,31.2875,0.8126,0.5504,1.3239,1.4208
20050531,31.2603,0.8018,0.5485,1.3149,1.4054
20050530,31.2550,0.7965,0.5488,1.3135,1.4017
20050529,31.2550,0.7950,0.5482,1.3106,1.3985
20050528,31.2900,0.7949,0.5482,1.3103,1.3982
20050527,31.3270,0.7992,0.5495,1.3181,1.4099
20050526,31.3825,0.7933,0.5458,1.3112,1.4011
20050525,31.3393,0.7945,0.5471,1.3097,1.4001
20050524,31.3383,0.7946,0.5466,1.3164,1.4072
20050523,31.4750,0.7970,0.5478,1.3249,1.4112
20050522,31.4750,0.7968,0.5477,1.3245,1.4113
20050521,31.3125,0.7961,0.5475,1.3228,1.4116
20050520,31.2475,0.7915,0.5454,1.3199,1.4056
20050519,31.3158,0.7885,0.5432,1.3131,1.3996
20050518,31.3610,0.7938,0.5456,1.3236,1.4130
20050517,31.3730,0.7914,0.5442,1.3228,1.4154
20050516,31.3135,0.7927,0.5404,1.3125,1.4040
20050515,31.3135,0.7932,0.5403,1.3131,1.4039
20050514,31.3288,0.7922,0.5403,1.3148,1.4046
20050513,31.1963,0.7870,0.5360,1.3059,1.3907
20050512,31.1378,0.7810,0.5343,1.2910,1.3705
20050511,31.2340,0.7769,0.5313,1.2884,1.3663
20050510,31.1373,0.7787,0.5310,1.2955,1.3708
20050509,31.1950,0.7802,0.5290,1.2904,1.3655
20050508,31.1950,0.7794,0.5288,1.2899,1.3658
20050507,31.1950,0.7798,0.5290,1.2891,1.3646
20050506,31.0893,0.7718,0.5248,1.2812,1.3606
20050505,31.1225,0.7725,0.5259,1.2811,1.3632
20050504,31.2698,0.7758,0.5282,1.2911,1.3754
20050503,31.3550,0.7776,0.5280,1.2825,1.3722
20050502,31.3145,0.7778,0.5244,1.2811,1.3651
20050501,31.3145,0.7767,0.5240,1.2812,1.3651
20050430,31.3145,0.7771,0.5243,1.2805,1.3682
20050429,31.3925,0.7755,0.5245,1.2840,1.3725
20050428,31.4563,0.7732,0.5247,1.2883,1.3876
20050427,31.3590,0.7705,0.5248,1.2849,1.3825
20050426,31.3160,0.7694,0.5233,1.2826,1.3730
20050425,31.4578,0.7654,0.5221,1.2788,1.3653
20050424,31.4578,0.7649,0.5220,1.2799,1.3677
20050423,31.4578,0.7655,0.5225,1.2784,1.3665
20050422,31.4800,0.7660,0.5238,1.2884,1.3741
20050421,31.4680,0.7637,0.5209,1.2886,1.3737
20050420,31.5665,0.7649,0.5211,1.2959,1.3811
20050419,31.6840,0.7684,0.5255,1.3030,1.3946
20050418,31.6000,0.7745,0.5286,1.3015,1.3963
20050417,31.6000,0.7780,0.5282,1.3018,1.3983
20050416,31.6523,0.7740,0.5285,1.3012,1.3985
20050415,31.6138,0.7802,0.5314,1.2981,1.3855
20050414,31.5085,0.7746,0.5281,1.2857,1.3811
20050413,31.5425,0.7741,0.5287,1.2889,1.3867
20050412,31.5218,0.7706,0.5288,1.2899,1.3868
20050411,31.6090,0.7736,0.5303,1.2960,1.3957
20050410,31.6090,0.7731,0.5303,1.2950,1.3957
20050409,31.6090,0.7735,0.5305,1.2951,1.3950
20050408,31.5805,0.7779,0.5349,1.3045,1.4044
20050407,31.5680,0.7770,0.5317,1.3073,1.4041
20050406,31.6053,0.7771,0.5316,1.3002,1.4100
20050405,31.5250,0.7784,0.5332,1.3025,1.4131
20050404,31.3850,0.7758,0.5317,1.2984,1.4113
20050403,31.3850,0.7755,0.5315,1.2967,1.4120
20050402,31.3850,0.7748,0.5317,1.2970,1.4111
20050401,31.5263,0.7714,0.5292,1.2948,1.4052
20050331,31.8140,0.7743,0.5323,1.2987,1.4147
20050330,31.7525,0.7740,0.5337,1.2984,1.4098
20050329,31.6518,0.7758,0.5359,1.3003,1.4122
20050328,31.4818,0.7714,0.5347,1.2959,1.4004
20050327,31.4818,0.7718,0.5346,1.2961,1.4004
20050326,31.4818,0.7717,0.5348,1.2956,1.4006
20050325,31.4345,0.7728,0.5349,1.2959,1.4037
20050324,31.3175,0.7707,0.5354,1.2969,1.3927
20050323,31.2900,0.7641,0.5305,1.2775,1.3677
20050322,31.2263,0.7593,0.5267,1.2730,1.3586
20050321,31.1113,0.7511,0.5208,1.2594,1.3439
20050320,31.1113,0.7503,0.5207,1.2581,1.3430
20050319,31.1113,0.7511,0.5207,1.2581,1.3430
20050318,31.0700,0.7478,0.5197,1.2615,1.3464
20050317,30.8225,0.7451,0.5190,1.2594,1.3432
20050316,30.8225,0.7512,0.5230,1.2651,1.3504
20050315,30.8225,0.7480,0.5225,1.2701,1.3550
20050314,30.8225,0.7430,0.5191,1.2606,1.3522
20050313,30.8225,0.7424,0.5199,1.2620,1.3523
20050312,30.8225,0.7434,0.5199,1.2620,1.3523
20050311,30.8225,0.7444,0.5200,1.2627,1.3527
20050310,30.8225,0.7470,0.5199,1.2600,1.3526
20050309,30.8225,0.7495,0.5186,1.2537,1.3519
20050308,30.8225,0.7569,0.5225,1.2613,1.3598
20050307,30.8225,0.7552,0.5199,1.2646,1.3624
20050306,30.8225,0.7550,0.5200,1.2645,1.3649
20050305,30.8225,0.7552,0.5199,1.2644,1.3648
20050304,30.8000,0.7627,0.5242,1.2772,1.3752
20050303,30.8525,0.7614,0.5227,1.2763,1.3758
20050302,31.0200,0.7585,0.5208,1.2719,1.3762
20050301,31.0950,0.7552,0.5203,1.2620,1.3750
20050228,31.1750,0.7552,0.5212,1.2715,1.3860
20050227,31.1750,0.7551,0.5212,1.2713,1.3845
20050226,31.1750,0.7552,0.5212,1.2712,1.3836
20050225,31.2000,0.7573,0.5233,1.2698,1.3855
20050224,31.1375,0.7569,0.5237,1.2715,1.3847
20050223,31.1700,0.7543,0.5234,1.2591,1.3743
20050222,31.3900,0.7654,0.5273,1.2669,1.3786
